DFW,2
PHX,36
DFW,11
SFO,-2
MSP,0
BDL,113
ATL,-3
MSP,-5
MCO,-2
MCI,-7
ATL,-2
PHL,-6
IND,-1
IAD,9
FSD,-7
IAD,-2
OAK,-5
CVG,0
DSM,-6
LAX,-4
MFR,-12
SLC,-6
GJT,-7
MSY,0
ATL,15
PHX,6
ATL,-3
ATL,-1
IAD,-1
DEN,7
LAX,68
SFO,-1
BNA,-5
PSP,79
PHL,-7
SEA,-6
SFO,1
RSW,-5
SEA,0
ORD,60
AUS,-1
ATL,1
BWI,-1
BWI,-1
BWI,0
MCO,-8
DCA,-9
HNL,-9
BNA,-8
CLT,0
DFW,-3
HNL,-2
JFK,-1
ATL,17
ORD,2
ATL,-4
RSW,42
CLT,0
CVG,-5
DFW,0
DFW,0
TVC,2
DFW,0
TPA,-7
COS,-2
LAX,-8
EWR,-1
ATL,-5
TPA,-6
DEN,-2
BUR,9
FAT,264
ORD,21
EWR,-2
JFK,-7
MIA,-2
TPA,-5
JFK,-5
ORD,36
SFO,-6
EWR,0
LAX,-4
BWI,3
BWI,-2
BWI,0
DAL,14
DAL,6
FLL,-6
FLL,1
MCO,-2
MDW,3
SAN,-5
STL,-10
PDX,-1
IAD,9
IAD,-1
DCA,11
DFW,-3
ORD,339
MCO,-2
SJC,-4
DFW,-3
STL,53
AUS,-6
MIA,-2
JFK,11
DFW,0
LAX,5
SEA,15
SEA,-4
BOS,4
EWR,-6
BOS,-1
BOS,8
JFK,-2
SFO,86
JFK,-5
LAX,-5
ATL,-4
DTW,165
DTW,31
TPA,-6
JFK,-6
LAX,-7
BOS,-5
LGA,0
PHX,43
TPA,-7
MCO,30
SLC,10
MCO,-5
DAL,-2
HPN,-1
DFW,-1
RIC,-5
ATL,-5
DEN,-5
TTN,19
CVG,-2
GRR,-1
DFW,0
FWA,-4
FLL,-5
LGA,46
SFO,-5
MOT,-8
TUS,-3
ORD,-8
TUL,-4
DFW,0
DEN,-7
SFO,-6
DTW,-9
TUS,-7
DCA,-2
ATL,-4
LBB,5
LIH,41
RDU,-2
SBA,-9
MSN,-12
ATL,-2
CLT,-5
LAX,-1
SFO,0
PHX,0
LAX,-5
CLE,-7
ORD,28
BWI,-6
BWI,-4
DEN,-1
DEN,2
DSM,-5
ECP,-4
LAS,-7
MDW,0
SJC,-2
OMA,-7
GEG,126
PHX,-3
PHX,10
SAN,-5
BWI,-12
DFW,3
IND,-7
SEA,-2
SLC,7
SEA,-6
JFK,1
BOS,-6
JFK,49
STL,-5
DTW,-6
DTW,-3
DCA,-7
DTW,-4
